,track_uri,track_name,artist_uris,album_uri,album_artist_uris,album_artist_names,album_date,album_img_url,disc_number,track_number,Track Duration (ms),track_preview_url,explicit,isrc,artists_id,album_name,artist_name_s,date,duration_ms,song_popularity,added_by,added_at,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
0,spotify:track:3AZXqe3LGCFD4r6YFJgaK3,Ella Me Levanto,spotify:artist:4VMYDCV2IEDYJArk749S6m,spotify:album:0GarKYA3ebL7sQx7IP2SSt,spotify:artist:4VMYDCV2IEDYJArk749S6m,Daddy Yankee,2007-06-05,https://i.scdn.co/image/ab67616d0000b2733780d7f6f8fb64d5b958bf5e,1,6,209493,https://p.scdn.co/mp3-preview/d95c7d0fe281245d3030ee55e0609828f0a7f9cb?cid=9950ac751e34487dbbe027c4fd7f8e99,False,QM7281714880,4VMYDCV2IEDYJArk749S6m,El Cartel: The Big Boss,Daddy Yankee,2007-06-05,209493.0,0.0,spotify:user:norarosaas,2020-12-01T22:10:38Z,"latin hip hop,reggaeton,trap latino,urbano latino",0.76,0.899,5.0,-4.744,1.0,0.0677,0.0743,0.0,0.212,0.767,100.046,4.0
1,spotify:track:3Kemg5QPEhEjOiWUFrTkXX,Donde Estan Las Gatas (feat. Nicky Jam),"spotify:artist:4VMYDCV2IEDYJArk749S6m, spotify:artist:1SupJlEpv7RS2tPNRaHViT",spotify:album:6JmEk1yaNPn4LFx9YPcZXv,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,Various Artists,2013-07-09,https://i.scdn.co/image/ab67616d0000b273ad3389e901d7477e793ee4bc,1,14,170005,https://p.scdn.co/mp3-preview/dad70b02ab2ce9b631d838d8e88d6175d2562c01?cid=9950ac751e34487dbbe027c4fd7f8e99,False,TCABP1302332,"4VMYDCV2IEDYJArk749S6m,1SupJlEpv7RS2tPNRaHViT",Alex Gargolas Greatest Hits,"Daddy Yankee,Nicky Jam",2013-07-09,170005.0,0.0,spotify:user:norarosaas,2020-12-01T22:10:54Z,"latin hip hop,reggaeton,trap latino,urbano latino",0.836,0.961,7.0,-2.679,0.0,0.0635,0.194,0.0,0.074,0.76,109.957,4.0
2,spotify:track:2cRtuTadVm0JzoW4NNTIqI,Candy,spotify:artist:2jSGzJw0ebJLu7OLVSOcBP,spotify:album:04NPh9S2gPzYveqlJYQ0V8,spotify:artist:2jSGzJw0ebJLu7OLVSOcBP,Plan B,2014-09-09,https://i.scdn.co/image/ab67616d0000b2739ffb99a9a28c0adeb365c4c7,1,14,207500,https://p.scdn.co/mp3-preview/7ed79ab83d4feb6845fd261a9db6a2bbaba22bd4?cid=9950ac751e34487dbbe027c4fd7f8e99,False,USB271311099,2jSGzJw0ebJLu7OLVSOcBP,Love and Sex,Plan B,2014-09-09,207500.0,71.0,spotify:user:norarosaas,2020-12-01T22:10:58Z,"reggaeton,trap latino,urbano latino",0.897,0.867,11.0,-3.733,0.0,0.109,0.245,0.0,0.529,0.594,96.003,4.0
3,spotify:track:419w8oZaqevgyZfdvFZEHa,Te Pintaron Pajaritos,"spotify:artist:3ptY5WTxu77JpAQQnHyxEl, spotify:artist:7hIqJfRYGBWWT1Qxu6Cpd2",spotify:album:3DQCcUo4IlRoSAMo8MPl9m,spotify:artist:3ptY5WTxu77JpAQQnHyxEl,Yandar & Yostin,2016-12-30,https://i.scdn.co/image/ab67616d0000b2738f3e993d79d1050acc13893e,1,5,172374,https://p.scdn.co/mp3-preview/f85c8a98a1a5ca29442723d7028d2bbb2dd35c87?cid=9950ac751e34487dbbe027c4fd7f8e99,False,QZ5AB1645078,"3ptY5WTxu77JpAQQnHyxEl,7hIqJfRYGBWWT1Qxu6Cpd2",Te Pintaron Pajaritos,"Yandar & Yostin,Andy Rivera",2016-12-30,172374.0,0.0,spotify:user:norarosaas,2020-12-01T22:11:02Z,"reggaeton,reggaeton colombiano,trap latino,urbano latino",0.889,0.77,9.0,-5.674,1.0,0.167,0.0855,0.0,0.0967,0.935,96.025,4.0
4,spotify:track:7fZJWsOEdr8aP8okxyTBGd,La conocí bailando (feat. K-Narias) - Radio Edit,"spotify:artist:52wHLjXBRtdLP9VXX4Uosn, spotify:artist:6bwz9tsKnEgaWbwGobFWQR",spotify:album:6mEJMDTbka4QKCliq4f10m,spotify:artist:52wHLjXBRtdLP9VXX4Uosn,Dr. Bellido,2014-06-17,https://i.scdn.co/image/ab67616d0000b273c17919ce8532f77e087dbcf9,1,1,181115,https://p.scdn.co/mp3-preview/01d11b1cc18636b75ead722382e0375e949d446c?cid=9950ac751e34487dbbe027c4fd7f8e99,False,ES19S1400071,"52wHLjXBRtdLP9VXX4Uosn,6bwz9tsKnEgaWbwGobFWQR",La conocí bailando (feat. K-Narias),"Dr. Bellido,K-Narias",2014-06-17,181115.0,5.0,spotify:user:norarosaas,2020-12-01T22:11:10Z,"electro latino,spanish pop rock",0.711,0.841,0.0,-3.803,0.0,0.0322,0.265,0.0,0.268,0.658,104.033,4.0
5,spotify:track:5RZTA3NhiHR2408da3HMNz,Pasado pisado,"spotify:artist:2Q1HJnngR9v11eyzvEgSPb, spotify:artist:6UB8RXeMiUmvTXzNB46VVb",spotify:album:1J14HzX4iAWUdIMBZeXF1u,spotify:artist:2Q1HJnngR9v11eyzvEgSPb,Comando Tiburon,2017-04-19,https://i.scdn.co/image/ab67616d0000b273073685293d285b0bd74ab156,1,8,197773,https://p.scdn.co/mp3-preview/13fb84f7689a3c64514f1f2822721cf3070bf6fb?cid=9950ac751e34487dbbe027c4fd7f8e99,False,QZ22B1784035,"2Q1HJnngR9v11eyzvEgSPb,6UB8RXeMiUmvTXzNB46VVb",Ya tu sabes quienes son,"Comando Tiburon,Mach and Daddy",2017-04-19,197773.0,0.0,spotify:user:norarosaas,2020-12-01T22:11:15Z,panamanian pop,0.571,0.823,8.0,-5.874,1.0,0.193,0.118,6.55e-05,0.0416,0.913,128.975,4.0
6,spotify:track:2pbLzrByOZPibnYwSXLplI,Noche de Estrellas,"spotify:artist:2ny2IhV61AbrsaWpjvGM7m, spotify:artist:4mnY9Vvz3GXQIyHljvWnY1, spotify:artist:4hRoKcngdOyw6Z7mR9DHJ1",spotify:album:0Qpz5AoKNgePRMPOePPbLl,"spotify:artist:2ny2IhV61AbrsaWpjvGM7m, spotify:artist:4mnY9Vvz3GXQIyHljvWnY1","José de Rico, Henry Mendez",2012-06-11,https://i.scdn.co/image/ab67616d0000b273f89f7c7bae347db58d1b8bfd,1,1,201000,https://p.scdn.co/mp3-preview/af917c63aba3b721b1f273c2043ec81628cc579f?cid=9950ac751e34487dbbe027c4fd7f8e99,False,ES1611200139,"2ny2IhV61AbrsaWpjvGM7m,4mnY9Vvz3GXQIyHljvWnY1,4hRoKcngdOyw6Z7mR9DHJ1",Noche de Estrellas,"José de Rico,Henry Mendez,Jay Santos",2012-06-11,201000.0,53.0,spotify:user:norarosaas,2020-12-01T22:11:19Z,"electro latino,reggaeton,spanish pop",0.732,0.912,11.0,-4.144,1.0,0.0602,0.189,0.0,0.375,0.893,128.006,4.0
7,spotify:track:0bdL8X3MrX51dRz231BFtv,Moviendo Caderas (feat. Daddy Yankee),"spotify:artist:0eHQ9o50hj6ZDNBt6Ys1sD, spotify:artist:4VMYDCV2IEDYJArk749S6m",spotify:album:6t3uUCp5kGlcXKmSfDl3Ul,spotify:artist:0eHQ9o50hj6ZDNBt6Ys1sD,Yandel,2013-11-05,https://i.scdn.co/image/ab67616d0000b27357e9af9d4640f332880ffa5e,1,7,199026,https://p.scdn.co/mp3-preview/90073b480fe270ea3e3b61eec49edf38805eedd7?cid=9950ac751e34487dbbe027c4fd7f8e99,False,USSD11300332,"0eHQ9o50hj6ZDNBt6Ys1sD,4VMYDCV2IEDYJArk749S6m",De Líder a Leyenda,"Yandel,Daddy Yankee",2013-11-05,199026.0,61.0,spotify:user:norarosaas,2020-12-01T22:11:30Z,"latin hip hop,reggaeton,trap latino,urbano latino",0.687,0.907,0.0,-5.917,1.0,0.0341,0.00105,0.000149,0.26,0.661,127.971,4.0
8,spotify:track:7qCAVkHWZkF44OzOUKf8Cr,El Perdón (with Enrique Iglesias),"spotify:artist:1SupJlEpv7RS2tPNRaHViT, spotify:artist:7qG3b048QCHVRO5Pv1T5lw",spotify:album:2dBgWXp41imu2zBNv9oFxZ,spotify:artist:1SupJlEpv7RS2tPNRaHViT,Nicky Jam,2017-01-20,https://i.scdn.co/image/ab67616d0000b273d77dbcd4dbd37cdfa61771fa,1,21,205906,https://p.scdn.co/mp3-preview/9aab246764425357825f70418e2e37435ea9c846?cid=9950ac751e34487dbbe027c4fd7f8e99,False,USSD11500005,"1SupJlEpv7RS2tPNRaHViT,7qG3b048QCHVRO5Pv1T5lw",Fénix,"Nicky Jam,Enrique Iglesias",2017-01-20,205906.0,75.0,spotify:user:norarosaas,2020-12-01T22:11:36Z,"latin hip hop,reggaeton,trap latino,urbano latino,dance pop,latin pop,mexican pop",0.628,0.69,8.0,-5.83,1.0,0.0511,0.443,0.0,0.113,0.66,179.908,4.0
9,spotify:track:5ESzrxZiHOzvTpJBncysPQ,Me Embrujaste,spotify:artist:0lsEtpjLWn4S7KBra82VG3,spotify:album:0jXfOR2iiExlM4qX6aE5zu,spotify:artist:0lsEtpjLWn4S7KBra82VG3,Aldo Ranks,2013,https://i.scdn.co/image/ab67616d0000b2737d612ac2b9e1d78dcf26fa9a,1,1,235840,https://p.scdn.co/mp3-preview/06b40a4338e9b0b1507256a23f8cc66c98e8924a?cid=9950ac751e34487dbbe027c4fd7f8e99,False,ES5051300039,0lsEtpjLWn4S7KBra82VG3,Parrandero,Aldo Ranks,2013-01-01,235840.0,0.0,spotify:user:norarosaas,2020-12-01T22:11:40Z,panamanian pop,0.891,0.794,4.0,-5.377,0.0,0.0509,0.0213,0.0,0.196,0.805,97.002,4.0
10,spotify:track:3RtdZrJnbiclZuRx4jtBCV,Sin Pensar En Ti - Produced by Cuban Deejay$,"spotify:artist:2HZ8dcMBIzS9N44JCSSZzM, spotify:artist:5UopXhshFFqRIMfeZrBclq, spotify:artist:2aiM1OfMODFLUXaQgEVPK1",spotify:album:6wmizuA65X5BCGK8qyA9x5,"spotify:artist:2HZ8dcMBIzS9N44JCSSZzM, spotify:artist:5UopXhshFFqRIMfeZrBclq","Cuban Deejay$, Ceky Viciny",2019-11-29,https://i.scdn.co/image/ab67616d0000b27375011106bde148fd395abfda,1,1,166666,https://p.scdn.co/mp3-preview/04e62f41d7b7583ea1d05b5a4bc01532c0a13dad?cid=9950ac751e34487dbbe027c4fd7f8e99,False,ITF251900227,"2HZ8dcMBIzS9N44JCSSZzM,5UopXhshFFqRIMfeZrBclq,2aiM1OfMODFLUXaQgEVPK1",Sin Pensar En Ti,"Cuban Deejay$,Ceky Viciny,Roberto Ferrante",2019-11-29,166666.0,34.0,spotify:user:norarosaas,2020-12-01T22:11:45Z,"dembow,rap dominicano,cubaton",0.651,0.923,11.0,-3.012,0.0,0.0417,0.0168,0.000135,0.11,0.608,86.69,3.0
11,spotify:track:6gN74nBdZSRZj1EtuNYgUb,"Rueda, Rueda",spotify:artist:7gR53ad9JjCweCv4f9MWEX,spotify:album:07n9o8RLIFI0OYQbau5OXl,spotify:artist:7gR53ad9JjCweCv4f9MWEX,Eddy Lover,2014-04-08,https://i.scdn.co/image/ab67616d0000b27335ae9a387979a756564d9e54,1,1,208929,https://p.scdn.co/mp3-preview/d39da64600571bb69f26369d320a7e70489e35f2?cid=9950ac751e34487dbbe027c4fd7f8e99,False,ES16I1400041,7gR53ad9JjCweCv4f9MWEX,"Rueda, Rueda",Eddy Lover,2014-04-08,208929.0,0.0,spotify:user:norarosaas,2020-12-01T22:11:50Z,"panamanian pop,reggaeton",0.738,0.852,0.0,-4.733,0.0,0.036,0.101,0.0,0.0725,0.865,130.021,4.0
12,spotify:track:2Ljc0tHRCWxDjEyNoobT1D,Pa' La Camara,spotify:artist:1xFn1xod58AGaSZjrxdiXA,spotify:album:1s8zQRmpIlujOzZx8YytuK,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,Various Artists,2016-07-21,https://i.scdn.co/image/ab67616d0000b27357c56a4ad6a01c28aed0e91b,1,3,203186,https://p.scdn.co/mp3-preview/14a7281093cb774979fd3f904a64cc2ea722b308?cid=9950ac751e34487dbbe027c4fd7f8e99,False,ITF251600101,1xFn1xod58AGaSZjrxdiXA,"Reggaeton Cubano 2016 Summer (Best Reggaeton, Urbano, Dembow, Latin Hits, Verano 2016)",El Chacal,2016-07-21,203186.0,0.0,spotify:user:norarosaas,2020-12-01T22:11:55Z,"cubaton,reparto",0.81,0.89,1.0,-4.722,1.0,0.0368,0.186,0.00071,0.0702,0.894,102.016,4.0
13,spotify:track:1D5K4XGfR7URwIgtx1c1rO,La Disco Resplandece,"spotify:artist:4Ejyn899EXnQc0PhfKC7wY, spotify:artist:0A4y098FlxOT3han3D0o9j",spotify:album:5E1rsUpU76n6HXelxZWf2a,"spotify:artist:4Ejyn899EXnQc0PhfKC7wY, spotify:artist:0A4y098FlxOT3han3D0o9j","La Mafia del Amor x El Combo Perfecto, El Combo Perfecto",2015-04-06,https://i.scdn.co/image/ab67616d0000b273c861219cc9d8bef4e7deafb7,1,1,229560,https://p.scdn.co/mp3-preview/1e8ef85d54ddd4fd4c175b604e76aaaf9630d8e4?cid=9950ac751e34487dbbe027c4fd7f8e99,False,ES5021500480,"4Ejyn899EXnQc0PhfKC7wY,0A4y098FlxOT3han3D0o9j",La Disco Resplandece,"La Mafia del Amor x El Combo Perfecto,El Combo Perfecto",2015-04-06,229560.0,56.0,spotify:user:norarosaas,2020-12-01T22:11:58Z,"urbano espanol,electro bailando",0.779,0.607,4.0,-8.329,0.0,0.0661,0.0256,0.0,0.0925,0.578,92.003,4.0
14,spotify:track:5BkjcNFsRsYzJVclkRRPkQ,Punto Final (feat. Saga & Sonyc),"spotify:artist:30HlKUFTsqlFQsPfyv2yuM, spotify:artist:4qML3fudSey7ECpjdFtgwp",spotify:album:6YJY7Ti8AnNczjuUY5BEUi,spotify:artist:30HlKUFTsqlFQsPfyv2yuM,Danny Romero,2015-12-04,https://i.scdn.co/image/ab67616d0000b273e99af64097e3019889cecae9,1,1,213066,https://p.scdn.co/mp3-preview/a49980e19cf1d7cc3a107bb9503cee350239707d?cid=9950ac751e34487dbbe027c4fd7f8e99,False,ES5021501048,"30HlKUFTsqlFQsPfyv2yuM,4qML3fudSey7ECpjdFtgwp",Punto Final (feat. Saga & Sonyc),"Danny Romero,Saga & Sonyc",2015-12-04,213066.0,34.0,spotify:user:norarosaas,2020-12-01T22:12:01Z,"electro bailando,electro latino",0.777,0.786,1.0,-3.585,1.0,0.0345,0.189,0.0,0.0648,0.677,97.007,4.0
15,spotify:track:1ChD2M3DSt6dHnGkYsGavl,Mírame a la Cara,spotify:artist:2YxK9SbJeVfkfk6QWHqj8K,spotify:album:7ranZiRTF61HceGnYICvaG,spotify:artist:2YxK9SbJeVfkfk6QWHqj8K,Khaled,2019-06-05,https://i.scdn.co/image/ab67616d0000b27313506c5beb6b8db680bddd15,1,1,185285,https://p.scdn.co/mp3-preview/fb65466c7fafbf89862da8acb3f07be222b28b5c?cid=9950ac751e34487dbbe027c4fd7f8e99,False,ES71G1922566,2YxK9SbJeVfkfk6QWHqj8K,Mírame a la Cara,Khaled,2019-06-05,185285.0,0.0,spotify:user:norarosaas,2020-12-01T22:12:06Z,"spanish hip hop,urbano espanol",0.816,0.885,2.0,-4.232,0.0,0.0877,0.299,0.0,0.0656,0.744,99.976,4.0
16,spotify:track:2TrzgfBaSP387EEFDgG4FW,Verano Azul,spotify:artist:1ackd5XprZEkH3McKbQD51,spotify:album:6GxHVUwxvviiCffH7coRPC,spotify:artist:1ackd5XprZEkH3McKbQD51,Juan Magán,2009-01-01,https://i.scdn.co/image/ab67616d0000b2738ead353f50955cd63a195c0c,1,1,190560,https://p.scdn.co/mp3-preview/722d6a31f4c97d9a7044f45c5f2012b7c1a7ec26?cid=9950ac751e34487dbbe027c4fd7f8e99,False,ES5700900441,1ackd5XprZEkH3McKbQD51,Verano Azul,Juan Magán,2009-01-01,190560.0,0.0,spotify:user:norarosaas,2020-12-01T22:12:09Z,"electro latino,spanish pop",0.887,0.87,2.0,-5.267,1.0,0.119,0.0145,0.0,0.015,0.838,126.047,4.0
17,spotify:track:7M6CFruBrM5x7u0lTMtm6r,Cómo Te Atreves,spotify:artist:5C4PDR4LnhZTbVnKWXuDKD,spotify:album:50eHcXc4qede9mUKCYOuoz,spotify:artist:5C4PDR4LnhZTbVnKWXuDKD,Morat,2016-06-17,https://i.scdn.co/image/ab67616d0000b2730c929d54495f38b910f48643,1,6,240560,https://p.scdn.co/mp3-preview/a2e54498da9724d26884453518568182b9135b40?cid=9950ac751e34487dbbe027c4fd7f8e99,False,ES5701501180,5C4PDR4LnhZTbVnKWXuDKD,Sobre El Amor Y Sus Efectos Secundarios,Morat,2016-06-17,240560.0,75.0,spotify:user:norarosaas,2020-12-01T22:12:14Z,"colombian pop,latin viral pop",0.617,0.888,4.0,-4.567,1.0,0.0402,0.0705,0.0,0.162,0.771,130.97,4.0
19,spotify:track:0Gw9QC3RqHmTdGqHIWLHb6,La Isla del Amor (feat. Maki),"spotify:artist:4hFZibFsoIxictRvkZDjIc, spotify:artist:65GDNtLQdPv30IljvoE2KW",spotify:album:0RoFYPdyzE9rZkJfhB9ixY,spotify:artist:4hFZibFsoIxictRvkZDjIc,Demarco Flamenco,2017-03-03,https://i.scdn.co/image/ab67616d0000b273a9957e349d1e714341b940cf,1,6,219413,https://p.scdn.co/mp3-preview/964f979f16508e8c1e2bfb7e77f3af84e6e4c882?cid=9950ac751e34487dbbe027c4fd7f8e99,False,ES5151602578,"4hFZibFsoIxictRvkZDjIc,65GDNtLQdPv30IljvoE2KW",Uno,"Demarco Flamenco,Maki",2017-03-03,219413.0,61.0,spotify:user:norarosaas,2020-12-01T22:12:24Z,"flamenco urbano,pop flamenco,rock andaluz,spanish pop",0.593,0.785,0.0,-5.896,1.0,0.131,0.455,0.0,0.0682,0.765,94.869,4.0
20,spotify:track:0mpRgkn4qm27hV7aWSgeAh,Tu Carita Gitana,"spotify:artist:12tCrprIX44OBNwZzMf33C, spotify:artist:7s9O8HA0QDFapkrFAYJ3kf",spotify:album:0dXZ5jEGCjt1XfCvdahpeX,"spotify:artist:12tCrprIX44OBNwZzMf33C, spotify:artist:7s9O8HA0QDFapkrFAYJ3kf","León Bravo, Yango",2019-07-10,https://i.scdn.co/image/ab67616d0000b27311d753601a2b7af078cc0396,1,1,186678,https://p.scdn.co/mp3-preview/579623666234a2cb44b34b84bbd31a6222e9dfbc?cid=9950ac751e34487dbbe027c4fd7f8e99,False,ESA011940038,"12tCrprIX44OBNwZzMf33C,7s9O8HA0QDFapkrFAYJ3kf",Tu Carita Gitana,"León Bravo,Yango",2019-07-10,186678.0,0.0,spotify:user:norarosaas,2020-12-01T22:12:27Z,"flamenco urbano,pop flamenco",0.857,0.753,5.0,-5.881,1.0,0.0935,0.196,0.0,0.0489,0.606,108.05,4.0
21,spotify:track:3HTgmcqR7nYtD7EmJ4hOLi,Sweet Caroline - Party Remix,spotify:artist:0DR4z5jMA1eqx0CmHBUpkr,spotify:album:78jbUvstAhkEUAwzuiKr93,spotify:artist:0DR4z5jMA1eqx0CmHBUpkr,DJ Ötzi,2010-01-01,https://i.scdn.co/image/ab67616d0000b273a1aa91548c372ca8c78f966b,1,1,206613,https://p.scdn.co/mp3-preview/ddc860ad98044e6b8c9a3b7814e1019676218bf2?cid=9950ac751e34487dbbe027c4fd7f8e99,False,DEUM71000432,0DR4z5jMA1eqx0CmHBUpkr,Sweet Caroline (Party Remix),DJ Ötzi,2010-01-01,206613.0,53.0,spotify:user:norarosaas,2020-12-01T22:12:36Z,"classic schlager,oktoberfest,schlager",0.625,0.977,2.0,-2.183,1.0,0.0762,0.174,0.0,0.333,0.422,143.972,4.0
22,spotify:track:3l8Ennt1PqShViwh0tkWuc,La Madre de Jose,spotify:artist:5RK6c1tyaKpwcDpbgCGNgj,spotify:album:6Fs4ZLz6N8IZtXR20zjwjy,spotify:artist:5RK6c1tyaKpwcDpbgCGNgj,El Canto Del Loco,2003,https://i.scdn.co/image/ab67616d0000b273fb28f40dec4551052d109cba,1,2,191346,https://p.scdn.co/mp3-preview/a1e8fddd822425926d279fcb2594d1a0686c7a51?cid=9950ac751e34487dbbe027c4fd7f8e99,False,ES5020300138,5RK6c1tyaKpwcDpbgCGNgj,Estados de Animo,El Canto Del Loco,2003-01-01,191346.0,62.0,spotify:user:norarosaas,2020-12-01T22:12:49Z,"latin arena pop,spanish pop,spanish pop rock",0.629,0.937,1.0,-2.84,1.0,0.115,0.293,0.0,0.0744,0.946,101.022,4.0
23,spotify:track:54aQE973UZ9qjrPuRQm3pM,Girlfriend,spotify:artist:2bxxlINUlcMQQb39K7IopR,spotify:album:0qlWQZxZ562YcQI3Lg1LBs,spotify:artist:2bxxlINUlcMQQb39K7IopR,Abraham Mateo,2013-11-11,https://i.scdn.co/image/ab67616d0000b273a6f9b7ba76c509bd091d2cf3,1,4,214400,https://p.scdn.co/mp3-preview/fea98e9d021a51e68f99059ab0069c1544b5c728?cid=9950ac751e34487dbbe027c4fd7f8e99,False,ES5021300734,2bxxlINUlcMQQb39K7IopR,AM,Abraham Mateo,2013-11-11,214400.0,38.0,spotify:user:norarosaas,2020-12-01T22:12:52Z,"latin arena pop,latin pop,latin viral pop,reggaeton,spanish pop",0.671,0.645,8.0,-3.524,1.0,0.101,0.0207,0.0,0.11,0.736,132.949,4.0
24,spotify:track:4SPqRLaD6GI2ZdF8vyctsz,No Quiero Verte,"spotify:artist:2CCgb0KApjfQDuTppovpf8, spotify:artist:4MU4rC7z6JpqxqbHDqtz7H",spotify:album:5u7gl0DRnr6bUMcrWBBXNN,"spotify:artist:2CCgb0KApjfQDuTppovpf8, spotify:artist:4MU4rC7z6JpqxqbHDqtz7H","Rvfv, Keen Levy",2020-02-14,https://i.scdn.co/image/ab67616d0000b273ee65f5988d8a08a40b362ecf,1,1,201142,https://p.scdn.co/mp3-preview/4478707aa60164671fd02cf40c0def10dacd39fc?cid=9950ac751e34487dbbe027c4fd7f8e99,False,ES71G2006591,"2CCgb0KApjfQDuTppovpf8,4MU4rC7z6JpqxqbHDqtz7H",No Quiero Verte,"Rvfv,Keen Levy",2020-02-14,201142.0,54.0,spotify:user:norarosaas,2020-12-01T22:13:01Z,"drill espanol,flamenco urbano,urbano espanol,urbano latino,pop flamenco",0.795,0.638,7.0,-4.717,0.0,0.0638,0.17,0.0,0.284,0.704,104.93,4.0
25,spotify:track:3V8UKqhEK5zBkBb6d6ub8i,Te Boté - Remix,"spotify:artist:5hdhHgpxyniooUiQVaPxQ0, spotify:artist:1fux65HMCBvfJHqlBc4Nno, spotify:artist:4q3ewBCX7sLwd24euuV69X, spotify:artist:1TtXnWcUs0FCkaZDPGYHdf, spotify:artist:1i8SpTcr7yvPOmcqrbnVXY, spotify:artist:1SupJlEpv7RS2tPNRaHViT",spotify:album:42wLKnuGyBLGWwH89lnimL,"spotify:artist:5hdhHgpxyniooUiQVaPxQ0, spotify:artist:1fux65HMCBvfJHqlBc4Nno, spotify:artist:4q3ewBCX7sLwd24euuV69X","Nio Garcia, Casper Magico, Bad Bunny",2018-04-13,https://i.scdn.co/image/ab67616d0000b273a5779a2f04a513fac2fd1d15,1,1,417920,https://p.scdn.co/mp3-preview/77974faf4e6baee7f084e78680860df4a96559f5?cid=9950ac751e34487dbbe027c4fd7f8e99,True,QM4TW1811888,"5hdhHgpxyniooUiQVaPxQ0,1fux65HMCBvfJHqlBc4Nno,4q3ewBCX7sLwd24euuV69X,1TtXnWcUs0FCkaZDPGYHdf,1i8SpTcr7yvPOmcqrbnVXY,1SupJlEpv7RS2tPNRaHViT",Te Boté (Remix),"Nio Garcia,Casper Magico,Bad Bunny,Darell,Ozuna,Nicky Jam",2018-04-13,417920.0,74.0,spotify:user:norarosaas,2020-12-01T22:13:05Z,"reggaeton,trap latino,urbano latino,reggaeton flow,latin hip hop,puerto rican pop",0.903,0.675,11.0,-3.445,0.0,0.214,0.542,1.28e-05,0.0595,0.442,96.507,4.0
26,spotify:track:2gcms0w7HTmH1sG7KsZwzO,El Boom,spotify:artist:4VVEpEhC8NcR7AqNEds42U,spotify:album:4mz6MOD4TMS9jG3B7NnyCN,spotify:artist:4VVEpEhC8NcR7AqNEds42U,Chimbala,2019-05-03,https://i.scdn.co/image/ab67616d0000b27394d9cc643a99927b1a330989,1,1,219402,https://p.scdn.co/mp3-preview/a375c5993c7bc1214f22a57d0618d1871c7e2b15?cid=9950ac751e34487dbbe027c4fd7f8e99,False,QM6MZ1966300,4VVEpEhC8NcR7AqNEds42U,El Boom,Chimbala,2019-05-03,219402.0,0.0,spotify:user:norarosaas,2020-12-01T22:13:18Z,"dembow,rap dominicano",0.866,0.84,4.0,-2.591,1.0,0.04,0.529,0.000331,0.0514,0.936,127.996,4.0
27,spotify:track:2ER7LmiN4KPgrvWTiakuh8,Jeans - Remix,"spotify:artist:6hyLJp96VCRBPZIHEdOpf3, spotify:artist:7gwYmU87JvQh2rueZ9D3HB",spotify:album:1q62FosmXfccInBoJhWXne,"spotify:artist:6hyLJp96VCRBPZIHEdOpf3, spotify:artist:7gwYmU87JvQh2rueZ9D3HB","Bebe DJ, Facu Franco DJ",2020-08-21,https://i.scdn.co/image/ab67616d0000b2738a12e5fca8770eb8d34b94a8,1,1,112729,https://p.scdn.co/mp3-preview/0a187065b752643e2d738d74c879d82a45fb9bed?cid=9950ac751e34487dbbe027c4fd7f8e99,True,ART0G2001775,"6hyLJp96VCRBPZIHEdOpf3,7gwYmU87JvQh2rueZ9D3HB",Jeans (Remix),"Bebe DJ,Facu Franco DJ",2020-08-21,112729.0,34.0,spotify:user:norarosaas,2020-12-01T22:13:28Z,previa,0.721,0.603,10.0,-8.978,0.0,0.0783,0.292,0.0,0.0812,0.855,100.015,4.0
28,spotify:track:6thg9w8KTc9RvMWK8jnxNW,Una En Un Millón,spotify:artist:7tU1VKOuxiNZwBZC6RHidA,spotify:album:1Jc5wQn5hSdE2Z2dai3Exh,spotify:artist:7tU1VKOuxiNZwBZC6RHidA,Alexis y Fido,2018-01-12,https://i.scdn.co/image/ab67616d0000b273c0377cb89cff976af7a4795d,1,1,208840,https://p.scdn.co/mp3-preview/7153101929a13042be5af7b1cfc0d8aa170bbc51?cid=9950ac751e34487dbbe027c4fd7f8e99,False,QMEU31516773,7tU1VKOuxiNZwBZC6RHidA,Una En Un Millón,Alexis y Fido,2018-01-12,208840.0,0.0,spotify:user:norarosaas,2020-12-01T22:13:43Z,"latin hip hop,reggaeton,urbano latino",0.865,0.699,4.0,-4.921,0.0,0.0668,0.334,0.0,0.104,0.536,95.016,4.0
